vessel_name,vessel_mmsi,vessel_flag,date,activity,lat,lon,duration_hours,start_time,end_time,detail,id,metric
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,10.12,2026-05-02T20:41:34.000Z,2026-05-03T06:49:04.000Z,Port Visit: Unknown Port (N/A),a3fbe45679290d78fcf1b65ce27a4a70,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,10.12,2026-05-02T20:41:34.000Z,2026-05-03T06:49:04.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,0.75,2026-05-03T09:28:55.000Z,2026-05-03T10:13:54.000Z,Port Visit: Unknown Port (N/A),64594ea33f0921a4e3fd100de1a1b563,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,0.75,2026-05-03T09:28:55.000Z,2026-05-03T10:13:54.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,4.59,2026-05-03T14:09:53.000Z,2026-05-03T18:45:35.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,4.59,2026-05-03T14:09:53.000Z,2026-05-03T18:45:35.000Z,Port Visit: Unknown Port (N/A),44a2eb55938555b4c8c39536acfecd8e,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,13.17,2026-05-03T19:35:03.000Z,2026-05-04T08:45:16.000Z,Port Visit: Unknown Port (N/A),24afc441eb4f81d8a2d81257d1afffc7,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-03,port_visit,26.5407,52.0767,13.17,2026-05-03T19:35:03.000Z,2026-05-04T08:45:16.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.5367,52.1,2.4,2026-05-04T00:35:16.000Z,2026-05-04T02:59:07.000Z,speed:0.6kt,,
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.5367,52.1,2.4,2026-05-04T00:35:16.000Z,2026-05-04T02:59:07.000Z,Loitering (average speed: 0.6 kt),25cd107e32edb3f524209cf990aa731c,0.605171365267113
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.5268,52.0869,4.0,2026-05-04T03:59:06.000Z,2026-05-04T07:59:16.000Z,speed:1.2kt,,
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.5268,52.0869,4.0,2026-05-04T03:59:06.000Z,2026-05-04T07:59:16.000Z,Loitering (average speed: 1.2 kt),3ce508c499a39819aff63d09bc343f93,1.2376466634346999
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.6432,52.0027,9.83,2026-05-04T10:59:16.000Z,2026-05-04T20:49:06.000Z,speed:1.0kt,,
Keyfield Kindness,533132143,MYS,2026-05-04,loitering,26.6432,52.0027,9.83,2026-05-04T10:59:16.000Z,2026-05-04T20:49:06.000Z,Loitering (average speed: 1.0 kt),dca4267d54bb552710691ea9355f2d13,1.0319515715647447
Keyfield Blessing,352005574,PAN,2026-05-04,port_visit,19.6832,57.7259,313.42,2026-05-04T11:53:00.000Z,2026-05-17T13:17:57.000Z,Port Visit: Unknown Port (N/A),7a7149c051ffacfefc4fc3d08d046a51,Unknown Port
Keyfield Blessing,352005574,PAN,2026-05-04,port_visit,19.6832,57.7259,313.42,2026-05-04T11:53:00.000Z,2026-05-17T13:17:57.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-04,loitering,7.4967,103.3217,9.65,2026-05-04T14:38:25.000Z,2026-05-05T00:17:27.000Z,Loitering (average speed: 0.6 kt),9e90155a2bf63099262ea25e39297438,0.5992148280778383
Daya Ceria,533132679,MYS,2026-05-04,loitering,7.4967,103.3217,9.65,2026-05-04T14:38:25.000Z,2026-05-05T00:17:27.000Z,speed:0.6kt,,
Keyfield Kindness,533132143,MYS,2026-05-05,port_visit,25.8806,51.6596,96.33,2026-05-05T06:37:56.000Z,2026-05-09T06:57:27.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-05,port_visit,25.8806,51.6596,96.33,2026-05-05T06:37:56.000Z,2026-05-09T06:57:27.000Z,Port Visit: Unknown Port (N/A),46d9e2871420097627ff5215a9f3c35c,Unknown Port
Daya Ceria,533132679,MYS,2026-05-05,port_visit,7.2668,100.6335,59.37,2026-05-05T23:26:56.000Z,2026-05-08T10:49:15.000Z,Port Visit: Unknown Port (N/A),3b63f1b32189ea1ecebec9e360adc09d,Unknown Port
Daya Ceria,533132679,MYS,2026-05-05,port_visit,7.2668,100.6335,59.37,2026-05-05T23:26:56.000Z,2026-05-08T10:49:15.000Z,Unknown Port,,
Keyfield Commander,533003510,MYS,2026-05-06,loitering,8.7433,101.6867,3.35,2026-05-06T10:19:39.000Z,2026-05-06T13:40:38.000Z,speed:0.1kt,,
Keyfield Commander,533003510,MYS,2026-05-06,loitering,8.7433,101.6867,3.35,2026-05-06T10:19:39.000Z,2026-05-06T13:40:38.000Z,Loitering (average speed: 0.1 kt),f35361a0d0cd07ceffdac87e30fcb875,0.05974669778047734
Keyfield Commander,533003510,MYS,2026-05-06,loitering,9.0042,101.4925,148.7,2026-05-06T18:13:38.000Z,2026-05-12T22:55:51.000Z,speed:0.1kt,,
Keyfield Commander,533003510,MYS,2026-05-06,loitering,9.0042,101.4925,148.7,2026-05-06T18:13:38.000Z,2026-05-12T22:55:51.000Z,Loitering (average speed: 0.1 kt),7cbbf54d4bb10deb42d4e62d98cedb45,0.068141794578752
Daya Ceria,533132679,MYS,2026-05-09,loitering,7.5175,103.3008,24.95,2026-05-09T11:17:34.000Z,2026-05-10T12:14:37.000Z,speed:0.2kt,,
Daya Ceria,533132679,MYS,2026-05-09,loitering,7.5175,103.3008,24.95,2026-05-09T11:17:34.000Z,2026-05-10T12:14:37.000Z,Loitering (average speed: 0.2 kt),a7cb13a99a065b6f65f168344060ea7d,0.2078402812325501
Keyfield Kindness,533132143,MYS,2026-05-09,port_visit,25.8742,51.6701,89.28,2026-05-09T17:04:27.000Z,2026-05-13T10:21:11.000Z,Port Visit: Unknown Port (N/A),80a1e5658005198010064da881a3bf35,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-09,port_visit,25.8742,51.6701,89.28,2026-05-09T17:04:27.000Z,2026-05-13T10:21:11.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-10,loitering,7.5208,103.2933,4.55,2026-05-10T13:14:41.000Z,2026-05-10T17:47:41.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-05-10,loitering,7.5208,103.2933,4.55,2026-05-10T13:14:41.000Z,2026-05-10T17:47:41.000Z,Loitering (average speed: 1.1 kt),a98d81f7b8990521c0cb733a989a2de9,1.1224164279371835
Keyfield Itqan,533133132,MYS,2026-05-10,port_visit,1.291,104.1318,422.41,2026-05-10T13:32:54.000Z,2026-05-28T03:57:45.000Z,Unknown Port,,
Keyfield Itqan,533133132,MYS,2026-05-10,port_visit,1.291,104.1318,570.08,2026-05-10T13:32:54.000Z,2026-06-03T07:37:31.000Z,Port Visit: Unknown Port (N/A),558a588b4c0a2adebabce4112d323263,Unknown Port
Daya Ceria,533132679,MYS,2026-05-10,loitering,7.53,103.3633,15.4,2026-05-10T20:14:39.000Z,2026-05-11T11:38:43.000Z,speed:0.9kt,,
Daya Ceria,533132679,MYS,2026-05-10,loitering,7.53,103.3633,15.4,2026-05-10T20:14:39.000Z,2026-05-11T11:38:43.000Z,Loitering (average speed: 0.9 kt),9ed6a4a56e8bee45ed6e34cc3332f9ea,0.8532974756304356
Daya Ceria,533132679,MYS,2026-05-11,loitering,7.5708,103.3067,31.7,2026-05-11T12:44:43.000Z,2026-05-12T20:26:43.000Z,speed:0.5kt,,
Daya Ceria,533132679,MYS,2026-05-11,loitering,7.5708,103.3067,31.7,2026-05-11T12:44:43.000Z,2026-05-12T20:26:43.000Z,Loitering (average speed: 0.5 kt),abac78ac5d01f243dd6c112a80fe1d7b,0.45237351958082894
Daya Ceria,533132679,MYS,2026-05-12,loitering,7.5567,103.2942,1.0,2026-05-12T21:35:45.000Z,2026-05-12T22:35:46.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-05-12,loitering,7.5567,103.2942,1.0,2026-05-12T21:35:45.000Z,2026-05-12T22:35:46.000Z,Loitering (average speed: 0.4 kt),d989530774144058174d503a06a6a11d,0.35853226883660533
Keyfield Commander,533003510,MYS,2026-05-13,loitering,9.4575,101.275,142.3,2026-05-13T06:52:51.000Z,2026-05-19T05:11:05.000Z,Loitering (average speed: 0.0 kt),654acf1d83fabe2d6182f7d969ee3b0a,0.034996176864507615
Keyfield Commander,533003510,MYS,2026-05-13,loitering,9.4575,101.275,142.3,2026-05-13T06:52:51.000Z,2026-05-19T05:11:05.000Z,speed:0.0kt,,
Keyfield Kindness,533132143,MYS,2026-05-13,port_visit,25.8986,51.6555,8.89,2026-05-13T15:09:05.000Z,2026-05-14T00:02:14.000Z,Port Visit: Unknown Port (N/A),69179df19fedd24f51e62a992f123d99,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-13,port_visit,25.8986,51.6555,8.89,2026-05-13T15:09:05.000Z,2026-05-14T00:02:14.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-13,port_visit,7.2668,100.6335,7.23,2026-05-13T21:52:46.000Z,2026-05-14T05:06:17.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-13,port_visit,7.2668,100.6335,7.23,2026-05-13T21:52:46.000Z,2026-05-14T05:06:17.000Z,Port Visit: Unknown Port (N/A),082b44e0ae9e3064b20897a810c5d4a2,Unknown Port
Keyfield Harmony,533180719,MYS,2026-05-13,port_visit,3.243,112.9987,60.2,2026-05-13T23:04:38.000Z,2026-05-16T11:16:41.000Z,Port Visit: Unknown Port (N/A),cac77a5a2908008e6a9e4f8bdf45e801,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-14,port_visit,24.7979,54.6513,209.7,2026-05-14T04:23:41.000Z,2026-05-22T22:05:28.000Z,Port Visit: Unknown Port (N/A),6868937c7743c9abbf1c6f0371e8095f,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-14,port_visit,24.7979,54.6513,209.7,2026-05-14T04:23:41.000Z,2026-05-22T22:05:28.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-15,port_visit,5.8947,102.4857,11.3,2026-05-15T00:21:03.000Z,2026-05-15T11:38:49.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-15,port_visit,5.8947,102.4857,11.3,2026-05-15T00:21:03.000Z,2026-05-15T11:38:49.000Z,Port Visit: Unknown Port (N/A),c577dec7d717fa9b632e827c62faadad,Unknown Port
Daya Ceria,533132679,MYS,2026-05-16,loitering,7.5292,103.3383,14.35,2026-05-16T02:38:50.000Z,2026-05-16T16:59:49.000Z,Loitering (average speed: 0.7 kt),d106fae84848fe81ccbd217106d62eac,0.7186766110342829
Daya Ceria,533132679,MYS,2026-05-16,loitering,7.5292,103.3383,14.35,2026-05-16T02:38:50.000Z,2026-05-16T16:59:49.000Z,speed:0.7kt,,
Keyfield Harmony,533180719,MYS,2026-05-16,loitering,3.4542,112.4,19.85,2026-05-16T16:46:40.000Z,2026-05-17T12:37:45.000Z,Loitering (average speed: 0.5 kt),63e19241f4b5c3bb48a212dc9f10c444,0.4813263886959311
Daya Ceria,533132679,MYS,2026-05-16,loitering,7.5417,103.3408,6.05,2026-05-16T17:59:51.000Z,2026-05-17T00:02:56.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-05-16,loitering,7.5417,103.3408,6.05,2026-05-16T17:59:51.000Z,2026-05-17T00:02:56.000Z,Loitering (average speed: 1.1 kt),554800328a6fba06f9f47011f3dc3065,1.0933357038257303
Daya Ceria,533132679,MYS,2026-05-17,loitering,7.5367,103.3533,18.2,2026-05-17T01:14:58.000Z,2026-05-17T19:26:54.000Z,speed:0.6kt,,
Daya Ceria,533132679,MYS,2026-05-17,loitering,7.5367,103.3533,18.2,2026-05-17T01:14:58.000Z,2026-05-17T19:26:54.000Z,Loitering (average speed: 0.6 kt),302415db18910f4767bce8880ad08f10,0.5773330418858605
Keyfield Harmony,533180719,MYS,2026-05-17,loitering,3.465,112.4025,14.05,2026-05-17T13:40:42.000Z,2026-05-18T03:43:43.000Z,Loitering (average speed: 0.8 kt),1f52a42e7099e871cc03059bd6ca892b,0.8432157324578391
Daya Ceria,533132679,MYS,2026-05-17,loitering,7.5631,103.3218,2.39,2026-05-17T21:35:53.000Z,2026-05-17T23:59:03.000Z,Loitering (average speed: 1.6 kt),d51051315e5b3a771a2b730674d81c6a,1.563079820236791
Daya Ceria,533132679,MYS,2026-05-17,loitering,7.5631,103.3218,2.39,2026-05-17T21:35:53.000Z,2026-05-17T23:59:03.000Z,speed:1.6kt,,
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5388,103.3151,7.57,2026-05-18T00:53:03.000Z,2026-05-18T08:26:57.000Z,Loitering (average speed: 1.0 kt),d372e33e65ed3a9663381a7692560f39,0.9770470376952696
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5388,103.3151,7.57,2026-05-18T00:53:03.000Z,2026-05-18T08:26:57.000Z,speed:1.0kt,,
Keyfield Harmony,533180719,MYS,2026-05-18,loitering,3.465,112.3608,14.55,2026-05-18T05:04:47.000Z,2026-05-18T19:37:47.000Z,Loitering (average speed: 0.7 kt),7fecb0fd412cc222899b71fc8866ff1b,0.6868159693092656
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5533,103.3617,5.6,2026-05-18T09:26:57.000Z,2026-05-18T15:02:57.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5533,103.3617,5.6,2026-05-18T09:26:57.000Z,2026-05-18T15:02:57.000Z,Loitering (average speed: 0.4 kt),4df2337ee1c1c34240d376b38484c1ec,0.441153253357628
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5375,103.3333,4.3,2026-05-18T16:26:56.000Z,2026-05-18T20:44:56.000Z,speed:1.4kt,,
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5375,103.3333,4.3,2026-05-18T16:26:56.000Z,2026-05-18T20:44:56.000Z,Loitering (average speed: 1.4 kt),0e75ae9af9a212f26f56581cac07137a,1.386050487099238
Keyfield Harmony,533180719,MYS,2026-05-18,loitering,3.4583,112.4317,10.6,2026-05-18T20:46:46.000Z,2026-05-19T07:22:47.000Z,Loitering (average speed: 0.5 kt),64ccf5d66432eb63933c8cec38408d80,0.5067358633891109
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5483,103.3117,1.1,2026-05-18T21:47:55.000Z,2026-05-18T22:53:58.000Z,speed:1.0kt,,
Daya Ceria,533132679,MYS,2026-05-18,loitering,7.5483,103.3117,1.1,2026-05-18T21:47:55.000Z,2026-05-18T22:53:58.000Z,Loitering (average speed: 1.0 kt),07b03d384644e96a19491cf64d9e607d,0.9717300266276644
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5288,103.3528,3.44,2026-05-19T01:57:48.000Z,2026-05-19T05:23:55.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5288,103.3528,3.44,2026-05-19T01:57:48.000Z,2026-05-19T05:23:55.000Z,Loitering (average speed: 1.1 kt),ce97553eafe637ba08d715d456f6ea95,1.0708976574408473
Keyfield Commander,533003510,MYS,2026-05-19,loitering,9.374,101.1886,11.66,2026-05-19T07:17:04.000Z,2026-05-19T18:56:27.000Z,Loitering (average speed: 0.1 kt),41401721df283387cb606df3cd59c6f4,0.1391715217419495
Keyfield Commander,533003510,MYS,2026-05-19,loitering,9.374,101.1886,11.66,2026-05-19T07:17:04.000Z,2026-05-19T18:56:27.000Z,speed:0.1kt,,
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5632,103.3398,7.42,2026-05-19T07:59:03.000Z,2026-05-19T15:23:58.000Z,Loitering (average speed: 0.9 kt),96599f56b5f9f8101614c39deece8456,0.9189406877416196
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5632,103.3398,7.42,2026-05-19T07:59:03.000Z,2026-05-19T15:23:58.000Z,speed:0.9kt,,
Keyfield Harmony,533180719,MYS,2026-05-19,loitering,3.4667,112.395,105.75,2026-05-19T08:28:46.000Z,2026-05-23T18:13:55.000Z,Loitering (average speed: 0.5 kt),0e622d0532d82fb28c233a713e6c11c0,0.4639117194329291
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5467,103.3308,2.05,2026-05-19T16:29:59.000Z,2026-05-19T18:32:58.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5467,103.3308,2.05,2026-05-19T16:29:59.000Z,2026-05-19T18:32:58.000Z,Loitering (average speed: 1.1 kt),7aedc84bccc2f8c39ffbde6cc4833db5,1.1213750533061315
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5393,103.3695,1.19,2026-05-19T19:35:57.000Z,2026-05-19T20:47:31.000Z,speed:1.3kt,,
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5393,103.3695,1.19,2026-05-19T19:35:57.000Z,2026-05-19T20:47:31.000Z,Loitering (average speed: 1.3 kt),d9c5647ee142142c1d2b0740d094cc9f,1.252546200546049
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5672,103.3295,20.15,2026-05-19T23:02:52.000Z,2026-05-20T19:11:56.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-05-19,loitering,7.5672,103.3295,20.15,2026-05-19T23:02:52.000Z,2026-05-20T19:11:56.000Z,Loitering (average speed: 0.8 kt),82a31d113cdfe65e34995c1d9ec99c3d,0.7669666426163965
Keyfield Commander,533003510,MYS,2026-05-20,loitering,8.9217,101.4958,123.8,2026-05-20T01:08:07.000Z,2026-05-25T04:56:17.000Z,Loitering (average speed: 0.1 kt),00bca76fc5c38d6034a2b2b458d5a65b,0.05657426966284568
Keyfield Commander,533003510,MYS,2026-05-20,loitering,8.9217,101.4958,123.8,2026-05-20T01:08:07.000Z,2026-05-25T04:56:17.000Z,speed:0.1kt,,
Daya Ceria,533132679,MYS,2026-05-20,loitering,7.5333,103.3,2.0,2026-05-20T20:17:58.000Z,2026-05-20T22:18:02.000Z,speed:1.8kt,,
Daya Ceria,533132679,MYS,2026-05-20,loitering,7.5333,103.3,2.0,2026-05-20T20:17:58.000Z,2026-05-20T22:18:02.000Z,Loitering (average speed: 1.8 kt),caff3d7f194bcb1798c5e4801e4e194a,1.7533644926968566
Daya Ceria,533132679,MYS,2026-05-21,port_visit,7.2668,100.6335,14.0,2026-05-21T21:44:35.000Z,2026-05-22T11:44:18.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-21,port_visit,7.2668,100.6335,14.0,2026-05-21T21:44:35.000Z,2026-05-22T11:44:18.000Z,Port Visit: Unknown Port (N/A),6a165c02918413ce2ef439590a22db73,Unknown Port
Daya Ceria,533132679,MYS,2026-05-23,loitering,7.5208,103.3417,22.1,2026-05-23T08:48:03.000Z,2026-05-24T06:54:03.000Z,Loitering (average speed: 0.7 kt),36354e650173fda86ac9c2f74cc6fec7,0.7025543411743047
Daya Ceria,533132679,MYS,2026-05-23,loitering,7.5208,103.3417,22.1,2026-05-23T08:48:03.000Z,2026-05-24T06:54:03.000Z,speed:0.7kt,,
Keyfield Harmony,533180719,MYS,2026-05-23,loitering,3.4675,112.3892,24.1,2026-05-23T19:19:55.000Z,2026-05-24T19:26:02.000Z,Loitering (average speed: 0.5 kt),572d75ddf02ad74fa0bf6f9b762932e6,0.4620454301289188
Keyfield Kindness,533132143,MYS,2026-05-23,port_visit,24.7979,54.6513,22.34,2026-05-23T21:21:18.000Z,2026-05-24T19:41:27.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-23,port_visit,24.7979,54.6513,22.34,2026-05-23T21:21:18.000Z,2026-05-24T19:41:27.000Z,Port Visit: Unknown Port (N/A),374b54dbca690c54eb94083218cdd6b3,Unknown Port
Daya Ceria,533132679,MYS,2026-05-24,loitering,7.5417,103.3306,9.08,2026-05-24T07:54:05.000Z,2026-05-24T16:58:43.000Z,Loitering (average speed: 0.6 kt),280168c67b8088a5df4291a564458f4d,0.5973301194039177
Daya Ceria,533132679,MYS,2026-05-24,loitering,7.5417,103.3306,9.08,2026-05-24T07:54:05.000Z,2026-05-24T16:58:43.000Z,speed:0.6kt,,
Daya Ceria,533132679,MYS,2026-05-24,loitering,7.53,103.3204,9.51,2026-05-24T17:53:48.000Z,2026-05-25T03:24:06.000Z,speed:0.7kt,,
Daya Ceria,533132679,MYS,2026-05-24,loitering,7.53,103.3204,9.51,2026-05-24T17:53:48.000Z,2026-05-25T03:24:06.000Z,Loitering (average speed: 0.7 kt),02c7162f7cac1f69292bbf0564ca05df,0.7268624161452204
Keyfield Harmony,533180719,MYS,2026-05-24,loitering,3.4525,112.36,10.1,2026-05-24T20:29:00.000Z,2026-05-25T06:34:59.000Z,Loitering (average speed: 0.4 kt),b1df0d393c90add1d07fa62d04dc17b3,0.3988729581455929
Keyfield Gratitude,533133396,MYS,2026-05-24,port_visit,3.243,112.9987,19.8,2026-05-24T23:05:04.000Z,2026-05-25T18:52:58.000Z,Port Visit: Unknown Port (N/A),a594fb202e482bdc69cdbfa8b6a4e9db,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-05-24,port_visit,3.243,112.9987,19.8,2026-05-24T23:05:04.000Z,2026-05-25T18:52:58.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.5358,103.3317,9.6,2026-05-25T04:24:07.000Z,2026-05-25T14:00:09.000Z,Loitering (average speed: 0.7 kt),c5387c2e4db595f8c80b0081633d1d67,0.6518856637255449
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.5358,103.3317,9.6,2026-05-25T04:24:07.000Z,2026-05-25T14:00:09.000Z,speed:0.7kt,,
Keyfield Kindness,533132143,MYS,2026-05-25,port_visit,24.8171,54.6637,69.83,2026-05-25T05:35:40.000Z,2026-05-28T03:25:17.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-25,port_visit,24.8171,54.6637,124.93,2026-05-25T05:35:40.000Z,2026-05-30T10:31:31.000Z,Port Visit: Unknown Port (N/A),cb075ce16d0f1e789842ba51d595e8f4,Unknown Port
Keyfield Harmony,533180719,MYS,2026-05-25,loitering,3.4617,112.3892,13.95,2026-05-25T07:41:00.000Z,2026-05-25T21:38:02.000Z,Loitering (average speed: 0.9 kt),7690c8f7867aa73857aec420137e117a,0.9078288578678451
Keyfield Commander,533003510,MYS,2026-05-25,loitering,8.7658,101.7025,87.45,2026-05-25T08:02:17.000Z,2026-05-28T23:29:23.000Z,speed:0.1kt,,
Keyfield Commander,533003510,MYS,2026-05-25,loitering,8.7658,101.7025,241.36,2026-05-25T08:02:17.000Z,2026-06-04T09:23:37.000Z,Loitering (average speed: 0.0 kt),8e3ab8f896ca86c30c4e06bd0c0cb6de,0.045381528774513444
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.4992,103.3375,6.2,2026-05-25T15:03:07.000Z,2026-05-25T21:15:08.000Z,Loitering (average speed: 0.9 kt),f00c9a41c338d5b8ed9024383193c3f3,0.8632067722853994
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.4992,103.3375,6.2,2026-05-25T15:03:07.000Z,2026-05-25T21:15:08.000Z,speed:0.9kt,,
Keyfield Gratitude,533133396,MYS,2026-05-25,loitering,3.7017,112.805,8.5,2026-05-25T22:04:59.000Z,2026-05-26T06:35:00.000Z,speed:0.8kt,,
Keyfield Gratitude,533133396,MYS,2026-05-25,loitering,3.7017,112.805,8.5,2026-05-25T22:04:59.000Z,2026-05-26T06:35:00.000Z,Loitering (average speed: 0.8 kt),2f4b8735782c365e411b5b3171f18a38,0.834826701628761
Keyfield Harmony,533180719,MYS,2026-05-25,loitering,3.4608,112.3767,1.2,2026-05-25T22:41:01.000Z,2026-05-25T23:53:02.000Z,Loitering (average speed: 1.0 kt),881ec6bb14fdcc2bfe966f71ee7023ad,1.0031027692502428
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.5063,103.3333,2.86,2026-05-25T22:56:12.000Z,2026-05-26T01:47:35.000Z,Loitering (average speed: 1.2 kt),7cd25a2a6745ec4193552968b612946f,1.2391793090144623
Daya Ceria,533132679,MYS,2026-05-25,loitering,7.5063,103.3333,2.86,2026-05-25T22:56:12.000Z,2026-05-26T01:47:35.000Z,speed:1.2kt,,
Keyfield Harmony,533180719,MYS,2026-05-26,loitering,3.4525,112.3958,15.05,2026-05-26T00:04:59.000Z,2026-05-26T15:08:02.000Z,Loitering (average speed: 0.4 kt),5f0896abc7a9e2835e121a5df87b56e6,0.36203910188925875
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5125,103.31,7.25,2026-05-26T02:48:11.000Z,2026-05-26T10:03:15.000Z,Loitering (average speed: 0.7 kt),3b8e4beeee14fa25395c6b4e83993b83,0.6823689471682569
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5125,103.31,7.25,2026-05-26T02:48:11.000Z,2026-05-26T10:03:15.000Z,speed:0.7kt,,
Keyfield Gratitude,533133396,MYS,2026-05-26,loitering,3.6908,112.8058,11.9,2026-05-26T07:37:59.000Z,2026-05-26T19:31:59.000Z,speed:1.0kt,,
Keyfield Gratitude,533133396,MYS,2026-05-26,loitering,3.6908,112.8058,11.9,2026-05-26T07:37:59.000Z,2026-05-26T19:31:59.000Z,Loitering (average speed: 1.0 kt),af8850fa96110e3ffbb5a5f505b3df3b,0.9505697477840737
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5392,103.3317,6.5,2026-05-26T11:06:10.000Z,2026-05-26T17:36:09.000Z,Loitering (average speed: 0.9 kt),b7e3243cc3c5d286be96cf52a39a5999,0.9025193747377516
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5392,103.3317,6.5,2026-05-26T11:06:10.000Z,2026-05-26T17:36:09.000Z,speed:0.9kt,,
Keyfield Harmony,533180719,MYS,2026-05-26,loitering,3.4792,112.38,3.1,2026-05-26T16:08:02.000Z,2026-05-26T19:14:03.000Z,Loitering (average speed: 0.8 kt),e8b7de66e43e792127f4697f0b6a0657,0.7825106243887759
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5817,103.2975,2.3,2026-05-26T19:45:11.000Z,2026-05-26T22:03:15.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-05-26,loitering,7.5817,103.2975,2.3,2026-05-26T19:45:11.000Z,2026-05-26T22:03:15.000Z,Loitering (average speed: 0.8 kt),bf879c0eb3a4e795ba8aca0ce06b5e71,0.7793592418931928
Keyfield Harmony,533180719,MYS,2026-05-26,loitering,3.4258,112.3892,19.7,2026-05-26T20:14:03.000Z,2026-05-27T15:56:06.000Z,Loitering (average speed: 0.3 kt),3a02753ae6c3381bb4d011f78ff9e073,0.295502907229135
Keyfield Gratitude,533133396,MYS,2026-05-26,loitering,3.6858,112.78,3.2,2026-05-26T20:34:58.000Z,2026-05-26T23:46:59.000Z,speed:0.8kt,,
Keyfield Gratitude,533133396,MYS,2026-05-26,loitering,3.6934,112.7921,6.22,2026-05-26T20:34:58.000Z,2026-05-27T02:48:12.000Z,speed:0.8kt,,
Keyfield Gratitude,533133396,MYS,2026-05-26,loitering,3.6934,112.7921,6.22,2026-05-26T20:34:58.000Z,2026-05-27T02:48:12.000Z,Loitering (average speed: 0.8 kt),cc4371d5674ee8ce42a12382667b5396,0.8066626036465677
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.5405,103.3438,12.93,2026-05-27T01:03:11.000Z,2026-05-27T13:59:10.000Z,speed:0.5kt,,
